denuncia_id,fecha,comuna,motivo_denuncia,rubro
2252,2019-01-15,15,Falta de cumplimento garantía posventa,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2253,2019-01-15,15,Extravío o hurto de mercaderías transportadas,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2254,2019-01-15,4,Existencia de cláusulas ,SERVICIOS DE COMUNICACIONES
2255,2019-01-15,6,Falta de Entrega del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
2256,2019-01-15,6,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,SERVICIOS DE COMUNICACIONES
2257,2019-01-15,15,No reconocimiento de pagos,SERVICIOS DE COMUNICACIONES
2258,2019-01-15,3,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2259,2019-01-15,6,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2260,2019-01-15,1,Modificación baja de señales,SERVICIOS DE COMUNICACIONES
2261,2019-01-16,9,Falta de Información,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2262,2019-01-16,4,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2264,2019-01-16,7,Cláusulas abusivas o no convenidas,SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
2265,2019-01-16,1,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2266,2019-01-16,15,Cumplimiento parcial o defectuoso de la prestación del servicio - Falta de o conectividad deficiente,SERVICIOS DE COMUNICACIONES
2268,2019-01-16,11,Garantía de Bienes. Art 11  Ley 24.240 - Reparación insatisfactoria,TELEFONÍA Y REDES
2270,2019-01-16,7,Falta o retención de Producto - Falta de stock,"TEXTIL, CALZADO Y MARROQUINERÍA"
2271,2019-01-16,1,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
2272,2019-01-16,4,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2277,2019-01-16,14,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2278,2019-01-16,15,Entrega Defectuosa - Producto dañado,TELEFONÍA Y REDES
2279,2019-01-16,6,Cumplimiento parcial o defectuoso de la prestación del servicio - Sin Tono/Línea,SERVICIOS DE COMUNICACIONES
2281,2019-01-16,9,Entrega Defectuosa - Producto dañado,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2283,2019-01-16,7,Cláusulas abusivas o no convenidas,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
2284,2019-01-16,1,Cláusulas abusivas o no convenidas,"TEXTIL, CALZADO Y MARROQUINERÍA"
2285,2019-01-16,7,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2286,2019-01-16,14,Publicidad  Engañosa,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2289,2019-01-16,12,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2290,2019-01-16,7,Entrega Defectuosa - Producto dañado,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2291,2019-01-16,4,Falta de Información,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2292,2019-01-16,6,Demora en la entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2293,2019-01-16,6,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2294,2019-01-16,9,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2295,2019-01-16,1,Precios - Precio excesivo,SERVICIOS DE COMUNICACIONES
2297,2019-01-16,9,Falta de Entrega del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
2298,2019-01-16,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
2299,2019-01-16,7,Cláusulas abusivas o no convenidas,ARTÍCULOS DE LECTURA Y AUDIOVISUALES
2301,2019-01-16,3,Falta de Información,SERVICIOS DE COMUNICACIONES
2304,2019-01-16,6,Entrega Defectuosa - Producto dañado,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2306,2019-01-16,1,Incumplimiento total de la prestación del servicio  contratado,SEGURIDAD
2307,2019-01-16,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
2309,2019-01-16,6,Cumplimiento parcial o defectuoso de la prestación del servicio - Falta de devolución del depósito en garantía,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
2310,2019-01-16,9,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2311,2019-01-16,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Sin Tono/Línea,SERVICIOS DE COMUNICACIONES
2312,2019-01-16,7,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2313,2019-01-16,1,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2315,2019-01-16,3,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2316,2019-01-16,7,Entrega Defectuosa - Faltante de partes o accesorios,MUEBLES
2319,2019-01-16,15,Deficiente calidad en la prestación del servicio,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2320,2019-01-16,3,Entrega Defectuosa - Producto dañado,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2321,2019-01-16,6,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2322,2019-01-16,6,No reconocimiento de pagos,SERVICIOS DE COMUNICACIONES
2323,2019-01-16,4,Prácticas Abusivas - Venta  Engañosa,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2324,2019-01-16,14,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2325,2019-01-16,7,Cancelación o supresión de vuelos ,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2326,2019-01-16,7,Deficiente calidad en la prestación del servicio,"LAVANDERÍA, TINTORERÍA Y LIMPIEZA"
2327,2019-01-16,14,Publicidad  Engañosa,MUEBLES
2328,2019-01-16,1,Incumplimiento total de la prestación del servicio  contratado,"Servicios turísticos hoteles, hosterías, albergues, etc."
2329,2019-01-16,9,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
2330,2019-01-16,3,Falta de Información,SERVICIOS DE COMUNICACIONES
2332,2019-01-16,11,Problemas de fraude o estafa,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2333,2019-01-16,1,No reconocimiento de pagos,SERVICIOS DE COMUNICACIONES
2335,2019-01-16,7,Entrega Defectuosa - Producto dañado,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2338,2019-01-16,3,Falta de Información,ALIMENTOS Y BEBIDAS
2340,2019-01-16,7,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
2341,2019-01-16,6,Cumplimiento parcial o defectuoso de la prestación del servicio - Falta de o conectividad deficiente,SERVICIOS DE COMUNICACIONES
2344,2019-01-16,4,No reconocimiento de pagos,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2345,2019-01-16,6,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,SALUD
2347,2019-01-16,6,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2348,2019-01-16,7,Entrega Defectuosa - Producto dañado,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2349,2019-01-16,6,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
2350,2019-01-16,9,Problemas de fraude o estafa,SERVICIOS DE COMUNICACIONES
2351,2019-01-16,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
2352,2019-01-16,6,No reconocimiento de pagos,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2356,2019-01-17,11,Débitos y/o cobros indebidos,"Servicios turísticos hoteles, hosterías, albergues, etc."
2357,2019-01-17,13,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2358,2019-01-17,7,Entrega Defectuosa - Producto dañado,MUEBLES
2359,2019-01-17,12,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,SERVICIOS DE COMUNICACIONES
2360,2019-01-17,13,Cláusulas abusivas o no convenidas,"TEXTIL, CALZADO Y MARROQUINERÍA"
2361,2019-01-17,15,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2362,2019-01-17,13,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
2365,2019-01-17,1,Incumplimiento total de la prestación del servicio  contratado,SEGURIDAD
2366,2019-01-17,15,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2367,2019-01-17,15,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
2368,2019-01-17,6,Débitos y/o cobros indebidos,SERVICIOS PÚBLICOS DOMICILIARIOS
2369,2019-01-17,1,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2370,2019-01-17,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Sin Tono/Línea,SERVICIOS DE COMUNICACIONES
2372,2019-01-17,13,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
2373,2019-01-17,11,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2374,2019-01-17,15,Garantía de Bienes. Art 11  Ley 24.240 - Demora excesiva en el cumplimiento de la garantía,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2375,2019-01-17,12,Problemas de fraude o estafa,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2376,2019-01-17,7,Cumplimiento parcial o defectuoso de la prestación del servicio - No reconocimiento del pago de la cuota o de copago,SALUD
2379,2019-01-17,6,Demora en la entrega del bien,MUEBLES
2380,2019-01-17,3,Garantía de Bienes. Art 11  Ley 24.240 - Reparación insatisfactoria,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2381,2019-01-17,12,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
2382,2019-01-17,4,Entrega Defectuosa - Producto dañado,"RELOJERÍA, JOYERÍA Y TABAQUERÍA"
2383,2019-01-17,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2384,2019-01-17,11,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2385,2019-01-17,13,Cumplimiento parcial o defectuoso de la prestación del servicio - Cambios de  ubicación de la localidad contratada,SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
2386,2019-01-17,13,Problemas de fraude o estafa,SERVICIOS DE COMUNICACIONES
2387,2019-01-17,15,Precios - Precio excesivo,SERVICIOS DE COMUNICACIONES
2388,2019-01-17,7,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
2389,2019-01-17,7,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
2390,2019-01-17,12,Problemas de fraude o estafa,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2391,2019-01-17,6,No reconocimiento de pagos,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2392,2019-01-17,13,Cumplimiento parcial o defectuoso de la prestación del servicio - No reconocimiento del pago de la cuota o de copago,SALUD
2393,2019-01-17,15,Cumplimiento parcial o defectuoso de la prestación del servicio - Demora en el cumplimiento de la prestación,SERVICIOS DE COMUNICACIONES
2394,2019-01-17,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2395,2019-01-17,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2396,2019-01-17,7,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2397,2019-01-17,3,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,"Servicios turísticos hoteles, hosterías, albergues, etc."
2398,2019-01-17,12,Baja de efectores y/o profesionales de la  cartilla de prestaciones médicas - No notificados con antelación debida ,SALUD
2399,2019-01-17,7,Cancelación o supresión de vuelos ,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2400,2019-01-17,6,Cumplimiento parcial o defectuoso de la prestación del servicio - Falta de o conectividad deficiente,SERVICIOS DE COMUNICACIONES
2404,2019-01-17,9,Falta de Información,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2405,2019-01-17,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Sin Tono/Línea,SERVICIOS DE COMUNICACIONES
2409,2019-01-17,13,Demora en la entrega del bien,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2410,2019-01-17,9,Garantía de Bienes. Art 11  Ley 24.240 - Reparación insatisfactoria,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2412,2019-01-17,12,Prácticas Abusivas - Venta Engañosa,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2413,2019-01-18,13,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2414,2019-01-18,6,Cumplimiento parcial o defectuoso de la prestación del servicio - Sin Tono/Línea,SERVICIOS DE COMUNICACIONES
2415,2019-01-18,7,Demora en la entrega del bien,DEPORTES Y RECREACIÓN
2416,2019-01-18,4,Deficiente calidad en la prestación del servicio,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
2418,2019-01-18,6,Débitos y/o cobros indebidos,SEGURIDAD
2419,2019-01-18,13,Precios - Precio excesivo,SERVICIOS DE COMUNICACIONES
2420,2019-01-18,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2421,2019-01-18,1,Cláusulas abusivas o no convenidas,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2423,2019-01-18,14,Débitos y/o cobros indebidos,SERVICIOS PÚBLICOS DOMICILIARIOS
2424,2019-01-18,15,Demora en la entrega del bien,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
2425,2019-01-18,2,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
2426,2019-01-18,1,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2427,2019-01-18,7,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2428,2019-01-18,9,Falta de Información,ALIMENTOS Y BEBIDAS
2429,2019-01-18,15,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2430,2019-01-18,12,No reconocimiento de pagos,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2431,2019-01-18,14,Cumplimiento parcial o defectuoso de la prestación del servicio - No reconocimiento  de porcentaje de descuento comprometido en la prestación o en la provisión de la medicación,SALUD
2432,2019-01-18,2,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
2433,2019-01-18,4,Prácticas Abusivas - Acoso,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2434,2019-01-18,11,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
2435,2019-01-18,15,Problemas de fraude o estafa,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2436,2019-01-18,12,Problemas de fraude o estafa,SALUD
2437,2019-01-18,13,Demora en la entrega del bien,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2439,2019-01-18,6,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2440,2019-01-18,1,Extravío o hurto de mercaderías transportadas,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
2442,2019-01-18,2,Falta de Entrega del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
2443,2019-01-18,2,Producto no apto para su destino - Producto mal diseñado,"TEXTIL, CALZADO Y MARROQUINERÍA"
2445,2019-01-18,6,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2446,2019-01-18,13,Problemas de fraude o estafa,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2447,2019-01-18,4,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
2448,2019-01-18,1,Problemas con la devolución del bien o el reembolso de sumas - Restricciones abusivas en las modalidades de devolución o reembolso,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2449,2019-01-18,12,Falta de información/ problemas de facturación servicios de roaming,SERVICIOS DE COMUNICACIONES
2450,2019-01-18,15,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
2451,2019-01-18,3,Problemas con la devolución del bien o el reembolso de sumas - Restricciones abusivas en las modalidades de devolución o reembolso,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
2452,2019-01-18,1,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2454,2019-01-18,13,Problemas de fraude o estafa,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2455,2019-01-18,2,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,"Servicios turísticos hoteles, hosterías, albergues, etc."
2456,2019-01-18,1,Cláusulas abusivas o no convenidas,SEGURIDAD
2457,2019-01-18,7,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2458,2019-01-18,14,Entrega Defectuosa - Producto dañado,INFORMÁTICA
2459,2019-01-18,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Sin Tono/Línea,SERVICIOS DE COMUNICACIONES
2460,2019-01-18,3,Cumplimiento parcial o defectuoso de la prestación del servicio - Falta de o conectividad deficiente,SERVICIOS DE COMUNICACIONES
2461,2019-01-18,11,Débitos y/o cobros indebidos,SERVICIOS PARA EL AUTOMOTOR
2463,2019-01-18,1,Debito de servicios no solicitados,SALUD
2465,2019-01-18,4,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
2466,2019-01-18,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Sin Tono/Línea,SERVICIOS DE COMUNICACIONES
2468,2019-01-18,7,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2469,2019-01-18,7,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
2470,2019-01-18,13,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2471,2019-01-18,11,Falta de procesamiento de baja del servicio gastos asociados,SERVICIOS DE COMUNICACIONES
2472,2019-01-18,14,Entrega Defectuosa - Producto dañado,TELEFONÍA Y REDES
2473,2019-01-18,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
2474,2019-01-18,13,Publicidad  Engañosa,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2475,2019-01-18,11,Cumplimiento parcial o defectuoso de la prestación del servicio - Débito de cargos indebidos no solicitados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
2476,2019-01-18,2,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,SERVICIOS DE COMUNICACIONES
2477,2019-01-18,2,Cláusulas abusivas o no convenidas,TELEFONÍA Y REDES
2478,2019-01-18,7,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Art. 7 de la Ley 24.240,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
